gene	0h	3h	12h	24h	48h
Sox15	6.19071187	4.429203509	4.141866798	4.340028768	3.972013628
5630401D24Rik	5.951067813	5.236754837	4.930656369	4.186563712	3.733115023
Brca2	8.129125421	8.806461659	8.119648534	5.591068534	5.911802812
Crip1	11.75638814	12.04419947	11.62015101	11.06626	9.545381278
Suclg2	8.003335668	8.136422854	6.868203538	6.304856009	5.793638777
Sema3g	5.828182831	3.416368608	3.386837827	3.306455279	3.621266019
5430416N02Rik	8.279510948	6.570000628	6.20283493	5.539675329	6.073141187
Nsun2	10.39371021	10.47297064	9.624798681	8.648563912	8.188501691
affy_1436692_at	6.043831148	4.756301837	4.515177034	3.840542005	3.84159623
Saa1	4.479987585	2.415303367	2.196831177	2.235495663	2.278640506
Mki67ip	9.596809799	8.835625265	8.316479381	7.830603087	7.39608703
Mthfd1l	9.173745818	10.24211535	9.541732339	8.315104889	6.973366698
Tasp1	5.457037269	5.814215296	5.068891132	4.228174889	3.257201905
Cplx2	8.306121296	6.915613327	6.578823068	5.961043544	6.108119238
Psmd8bp1	9.765806022	8.914916416	8.639349089	8.121954645	7.568324268
Cks2	10.12976466	11.49195083	10.93202067	9.330628872	7.935718334
Blnk	11.64880285	9.036112394	7.83598382	8.97815422	9.45955308
9530077C05Rik	5.310068978	4.296640205	4.036720163	3.353901657	3.121235816
5430439M09Rik	6.763860301	5.105654648	4.762288583	4.787588795	4.578136968
Tmc6	9.371048002	8.579582041	9.460258372	8.390458356	7.185611543
Tsr1	8.317275673	7.909439897	7.550689247	6.751997564	6.133456287
Gh	5.540729998	4.303620484	3.928174954	3.460438984	3.358609612
Psmc3ip	5.920695279	7.863353929	7.341537661	4.0454367	3.738883471
Iars	10.58572382	9.99718835	9.724421603	8.999439797	8.409540687
2700023E23Rik	8.090614068	8.280857438	7.398431613	6.546759925	5.915027042
affy_1445561_at	7.026768728	6.023153164	5.386439856	5.328603939	4.852415977
Nomo1	8.196460814	8.511806509	7.975469242	7.427838215	6.022890365
Abcb6	7.02282119	7.102412117	7.550021071	6.577963095	4.853946093
Yars	8.71064221	8.223625711	8.005391841	7.088832964	6.5461308
Hs3st1	5.440622614	4.343258592	3.556701323	3.64538202	3.279500904
Zfp131	6.45158896	5.624037459	4.666392312	4.563208645	4.290879204
Tbc1d10c	10.37698734	6.614947576	7.63634148	8.159560229	8.218085832
5730427N09Rik	9.869087901	8.878946032	8.451893637	8.266431246	7.712938973
Phgdh	10.79353841	10.99455169	10.76890651	9.314838165	8.637455325
Hdac7a	8.697549577	6.332820116	6.803212767	6.647511264	6.542107293
Ruvbl1	8.995008537	9.027165034	8.736229314	7.503306057	6.852078863
Fbl	11.18871596	11.45274526	10.89793092	9.88332337	9.045809698
Gemin4	6.847267673	7.050872705	6.020962184	5.156406149	4.705916045
2410015N17Rik	9.310184583	10.30177935	8.929490147	7.422723323	7.169831054
Psat1	10.6781898	11.19992107	10.86976082	9.63225825	8.539486078
Cdc7	6.566762874	7.65365111	7.104169221	5.290109144	4.432885598
Gm288	7.957959205	6.679130577	5.558965632	5.956764731	5.825083352
Pde2a	11.4724975	10.53472815	7.387529059	9.09403638	9.340758375
A930008G19Rik	9.875712282	6.206690622	7.857905443	7.450604284	7.746172232
L2hgdh	7.001255447	7.264291227	6.527595718	5.270010883	4.873885027
Morn2	7.039804481	6.804797428	6.235299829	6.481967841	4.912898517
Tnfsf5ip1	9.4530204	9.220965967	8.867993289	7.936482733	7.326215917
Mtus1	5.401724451	4.297882528	4.274892707	3.308116856	3.276222704
Rrm1	8.031246933	10.22375091	9.418602677	6.597080805	5.910894097
affy_1434594_at	5.366123405	3.41692694	3.014299275	3.354310763	3.247292886
1110004B13Rik	6.54725668	6.559913282	5.70203498	5.506712048	4.430322452
Slc1a4	8.080934948	5.664644751	5.564659903	5.848615057	5.964951375
1700029F09Rik	9.069016972	9.519573303	9.321995386	7.686552684	6.955193345
affy_1435524_at	10.65595927	9.625185981	9.343817676	9.164524657	8.542943817
Gemin6	7.844730197	7.605958604	6.936467219	6.064423827	5.73339549
Kif4	6.782771086	8.645813261	7.63379702	5.56245256	4.672002947
Mthfd1	7.837530211	9.069175613	7.957679583	6.180437301	5.728991184
2610019E17Rik	6.413433979	7.432713097	6.415144132	5.1179153	4.305249032
Plxna1	6.943802784	5.663838793	5.615879859	4.93389876	4.836633697
Pwp1	8.342153784	8.343280404	7.694856696	6.757780889	6.235371112
Dnaja3	7.437216198	6.425400651	6.265141324	5.853905575	5.330682979
Anln	6.193996666	8.249032985	7.392111236	5.487047282	4.090446955
Aasdhppt	8.474987443	7.873699535	7.166400708	6.877388447	6.372138853
1110007M04Rik	8.945931047	8.672804829	7.965528302	7.306783975	6.845371212
Timm9	7.355269019	6.528059734	6.085122693	5.280885481	5.257975005
D11Ertd497e	9.127368971	8.54811289	8.191533891	7.648206798	7.030100387
Pim2	8.031036828	6.017269516	6.125270857	5.930424461	5.933786154
Qtrtd1	5.880130568	5.737640862	4.931095297	4.275165506	3.782923393
Sip1	6.671417362	6.629336985	6.297323813	4.925973872	4.576413132
G730013B05Rik	6.947580077	4.507526771	3.996206213	5.00019755	4.854202547
Tbx19	6.321962258	5.927022736	4.136385257	4.515510479	4.230054297
B230206F22Rik	7.452506695	7.005250346	6.479195536	5.530587384	5.36209589
Spbc25	5.955686386	7.293660882	6.571800633	4.902125575	3.866228518
Tipin	8.192694933	9.729036725	8.87894772	6.726929767	6.105070662
A630043P06	9.044659432	6.22158952	7.267263757	7.719405845	6.961118031
2410127L17Rik	9.018193708	8.434219036	7.821661332	7.258885484	6.936369178
Prkag3	5.807013844	3.833944286	3.06861661	3.887150049	3.730029102
Klhl23	6.279469765	7.282037596	7.25073212	5.312431678	4.204605987
1110002N22Rik	8.081551185	7.067758867	6.544449156	6.363165705	6.007872062
affy_1434970_a_at	9.835965303	9.047786887	8.793890182	8.328582509	7.765743892
BC048355	6.930268653	7.627862814	6.684787336	5.505727916	4.862131549
Mybpc2	6.123306678	4.491193519	4.205956562	4.046147219	4.055991188
Sitpec	7.645284819	7.438564434	7.01661295	6.539366542	5.579042477
9630044O09Rik	6.176201999	5.270694911	5.023515944	4.766679506	4.110318252
Gas5	10.25787767	10.1347056	9.003928332	8.335525246	8.193017303
Bcs1l	7.674362618	6.876499912	6.483252996	5.994273711	5.611450438
4930534B04Rik	6.458638765	6.507603393	6.4366129	4.914553988	4.395810842
affy_1455715_at	6.313025539	5.260154704	5.211276831	4.755348288	4.250771775
E430028B21Rik	7.476809635	7.564582551	6.798171519	5.969117179	5.416188335
Rpp40	5.916273139	6.341807892	5.487686608	4.359912078	3.856256843
2610101J03Rik	9.100107565	8.567614097	8.122594249	7.340831834	7.040410914
Rsl1d1	10.07871178	9.959088162	9.389199547	8.527822561	8.02195306
Rnf157	6.883541396	5.201995708	5.029408394	4.795406707	4.828351448
Lrmp	10.7815492	9.789756142	9.014539703	9.06260265	8.727427096
Haao	8.457966081	6.279665141	5.295166745	6.971780102	6.404443168
Card11	6.36692268	4.703281109	4.059329566	4.362099183	4.315356496
Gpd1l	8.613545036	9.694338813	9.442449481	7.601775683	6.564669716
Brrn1	7.774604793	9.247537722	8.703153178	6.443155317	5.726603272
BC025546	6.595032162	6.039660403	5.796934404	5.077509916	4.54848372
5033413D16Rik	7.47395666	7.728188714	7.27984192	5.397081564	5.427665856
Zfp496	9.505452491	8.307442128	8.418009639	7.748808331	7.460022301
Grwd1	7.312760197	8.34348522	7.574012536	6.381247622	5.270356932
Xrcc6bp1	8.288043496	7.678370745	7.269581557	6.680389373	6.248065914
Uchl3	10.21891753	9.897264481	8.767502866	8.44856112	8.179396919
Grb10	5.611964236	3.467720811	3.444825071	3.638781983	3.573402428
D10627	6.369615857	5.51462863	4.807474042	4.430037471	4.332240052
F630043A04Rik	6.317635736	7.948475458	6.851292556	4.376585933	4.282271166
affy_1459823_at	6.856814877	5.205127457	5.149918624	5.236403739	4.821893986
Dars2	7.558452301	7.159916207	6.914899549	6.110386675	5.526286255
affy_1436071_at	6.375088102	6.145735435	5.60463531	4.613292064	4.344215063
Rps3	9.672612808	8.857170225	8.784159099	8.221698168	7.643767371
affy_1434734_at	4.827343516	6.546416262	5.700968073	2.942125764	2.802313129
Parn	8.354683598	8.0559665	7.433186685	7.03579439	6.331677754
D2Ertd750e	6.084369143	7.474867985	6.530861382	5.806463312	4.062150578
2810028N01Rik	8.626228166	10.0055468	8.880996862	7.176394489	6.608163445
Tarsl1	7.749146546	7.485063018	7.008936923	6.48468163	5.733335279
Smyd2	8.570531846	8.551484653	7.664236488	6.98555999	6.556671315
Gpatc4	6.128301595	6.167451127	5.571850406	4.800080754	4.114544419
Rnf138	7.18218063	6.106084901	5.473863819	5.258133849	5.16871981
F730047E07Rik	6.355762187	7.715131534	7.143701208	4.980234118	4.343922681
Tfdp2	7.386433816	7.325765784	7.297893959	5.547030652	5.376368342
Nola2	10.82568475	11.15610366	10.37708174	9.537420405	8.816084921
Lyar	9.475021775	10.19852404	9.327330195	8.135741221	7.466420742
5830436I19Rik	6.911663141	4.059036483	4.637574601	4.794051556	4.904652816
Iqcf5	5.891142585	4.548176334	3.621128309	4.130432312	3.884455561
BB182297	6.169763862	6.212499001	5.635161389	4.064510382	4.163669107
Ifrd2	7.054364947	6.905102858	6.719506076	5.592946622	5.048396259
Bzw2	7.009777466	6.843275138	6.364255873	5.549479489	5.004607131
C79407	5.762609281	6.869361907	6.331734304	4.644141184	3.757582438
Pck2	9.358545086	8.235650119	8.373705674	7.653774327	7.354811875
affy_1447977_x_at	6.066465049	5.631157043	5.580061575	4.81006345	4.063662031
Hmgb2	10.24886843	11.51106871	11.40681114	9.51951864	8.248076826
Gm1337	6.601579321	4.652533845	6.145145355	5.177454736	4.601795695
AI790298	8.300996111	6.158590825	6.180553983	6.288070227	6.301337069
2310030N02Rik	8.33860273	7.989752729	7.472714353	7.032685385	6.33907938
Wdr74	9.561975942	8.890249619	8.481426999	7.924869135	7.562699537
2410006H16Rik	12.68455081	10.86321879	10.83451886	11.02497772	10.6854804
Igll1	8.499917738	7.86753817	8.053454887	7.133829773	6.501379565
affy_1441794_at	7.63276453	4.893050002	4.715758949	5.177200435	5.635711421
Chek2	6.793436141	7.277226696	7.071941685	5.892036927	4.801171405
Dscr2	9.375541073	9.133366872	8.717617454	8.101515528	7.389772101
Slc1a5	9.043123947	7.622254895	7.955986261	7.486539079	7.057541388
Gnat2	5.798562282	4.873262693	4.42182811	4.553344677	3.814789381
Pold4	10.40806335	8.670345641	7.237905729	8.750980779	8.424825032
Aspm	5.468496454	7.698390133	6.917508535	4.868370917	3.487297629
affy_1458099_at	5.542211003	3.889957554	3.853838929	3.712355763	3.563883835
Dusp2	9.447029918	6.166051865	6.648815688	7.683077914	7.469293733
Ift74	7.081035054	7.098864087	6.928389317	6.128548567	5.107724268
affy_1438916_x_at	6.817470925	4.288432062	4.640979275	5.246683708	4.844497281
Casc5	5.582297493	7.425056059	7.2225028	5.231217629	3.612859344
Gcsh	9.404722174	9.661518973	8.97622255	8.020461823	7.438242372
Snx26	5.759330989	5.686988185	5.729583292	4.875422801	3.793772232
Me2	7.312851886	7.257433177	6.724450995	5.777258617	5.34790455
Rpp14	8.36420488	7.855585842	7.338050604	6.92736766	6.401366251
Ggnbp1	5.680972248	4.150529139	3.82622208	4.046298533	3.71863983
Ncl	9.617258248	9.37423666	8.858180946	7.965244231	7.655398082
Ankrd28	8.672865293	9.084120361	9.374041131	7.281002059	6.711855821
Trim37	6.835381354	7.244928748	6.851790378	5.59639384	4.875292334
Hadhsc	9.191796331	8.724773747	8.375212011	8.324766263	7.235342054
Mtbp	6.728184664	7.279293354	6.475248515	4.973697316	4.771910571
LOC224870	9.780487601	9.773573234	9.752851324	8.40377332	7.824681017
9530058B02Rik	8.359850641	7.531806149	7.131893958	6.817845521	6.40458538
A530030E21Rik	4.492185509	2.838626836	2.345447753	2.536001008	2.538235663
Erg	6.970250293	5.039043615	5.517955807	5.170893596	5.016785529
affy_1434097_at	6.920109489	6.138024362	5.679764493	5.211827911	4.966752192
Rfc5	8.036753438	9.469645825	9.040369639	7.10032617	6.084634287
affy_1455101_at	6.595382863	5.01317324	5.358091866	5.483277359	4.647227913
affy_1441860_x_at	7.208939112	6.784273283	6.488250452	5.850392747	5.261269341
Vars2	9.900448649	9.961393174	9.382461949	8.574478395	7.95286636
Tacc3	5.754968992	7.52196833	6.970301466	5.248792668	3.808515566
2310001H12Rik	8.958564487	7.67409749	6.915693544	6.953401787	7.016244965
E230008J23Rik	7.143170831	5.565909712	5.075101819	5.08583239	5.200934145
B4galt4	7.413262897	8.056002417	7.728867169	6.12884359	5.471681071
Pp11r	6.38091372	4.902196222	5.085372143	4.459981462	4.439483763
Nsmce1	9.475084502	9.497595738	8.582356796	8.097191013	7.538025221
Usp11	7.811698221	6.377446902	6.760348587	6.328509088	5.876071929
Prkrir	8.417369371	8.442530898	7.830506588	6.582440207	6.4843893
Zfp239	6.94098081	5.930888781	5.516803263	5.267710402	5.008418059
Dlgh3	6.151666907	4.935203194	4.50600066	4.744881219	4.219628083
Cecr2	7.803479043	7.03482571	7.439944803	5.970581776	5.87147242
affy_1425470_at	4.842680328	3.094159628	2.334345568	2.624727448	2.91402154
BC034507	6.387212181	6.550222492	5.548589542	4.858354792	4.459081459
Dars	10.19274027	9.529703803	9.019585096	8.636968478	8.266349487
R3hcc1	7.543501614	7.667921871	7.3790044	6.821986343	5.617436789
Mettl5	9.387993811	8.867332263	8.123655088	7.943706689	7.463389294
Bach2	6.625379158	5.03560581	5.424080556	4.500149661	4.701345409
D14Ertd500e	8.414590897	9.277262419	8.96116126	7.189076112	6.49802761
Neil1	8.841604843	6.035266489	7.210769937	7.19900412	6.926795052
Jakmip1	7.176452538	5.415905547	5.355726269	5.358607893	5.262657086
affy_1442525_at	4.946306781	5.086528106	4.405150825	3.858074094	3.037970446
Clspn	5.592812227	8.118050637	7.127613285	4.378430157	3.685681433
Rdh10	9.979271006	8.478272004	8.326681727	8.221519446	8.072300065
Nol8	7.964640915	7.239079512	6.939793738	5.873690513	6.058740385
BC055324	6.136024663	8.122172815	7.926282877	4.989226225	4.230125409
Josd3	8.014265696	7.435732952	6.852942413	6.052994956	6.110476351
A530080P10	8.573677736	7.906879075	7.076112346	7.140040563	6.669920087
AU020206	11.11003526	10.46666488	9.839631173	9.103350066	9.208089463
Cd79a	11.28609561	10.4584341	9.835002484	9.877783298	9.385492384
Mmp11	6.177505946	3.89922967	4.679673105	4.666231483	4.277014545
Prmt1	8.345801948	8.963340844	8.301226726	7.34788683	6.448416013
Nup37	7.76348414	9.07900922	8.581890897	7.003925889	5.867019563
Chac1	8.909637126	7.566495025	7.919199269	6.84401568	7.013705991
BC020002	8.324413976	7.64195715	7.207847286	6.862674722	6.428615226
2410012E07Rik	6.608867934	4.72848026	4.813230334	4.850544056	4.713190497
Nol1	9.304321887	8.951065621	8.492648364	7.650967985	7.410570862
2810421I24Rik	7.520389545	7.899777833	7.326804392	6.577343278	5.628624048
2410019A14Rik	8.7595378	8.514584548	7.865088665	7.186590574	6.872017588
Csrp2	6.704964318	8.074074056	6.860648436	5.632848627	4.819069443
Rrm2b	6.784985637	5.209755526	4.953752854	5.034240961	4.901084217
Rpa1	10.02197413	10.70982311	10.03810329	8.511098824	8.1403871
Mrvi1	5.783277207	3.856979264	3.87757612	3.973581385	3.902009961
6720467C03Rik	6.942178216	7.116306576	6.749148016	5.865293541	5.062057809
affy_1439526_at	6.963658335	5.363362479	5.381765637	5.313533964	5.083829546
2310022K01Rik	5.67242675	7.074606032	6.562120041	4.337016942	3.795318059
Tmem64	9.448002904	9.048336348	7.759345859	7.751074173	7.576455165
affy_1434850_at	6.238527901	8.093418804	7.904985903	5.232837318	4.368525393
Sars	10.86896243	9.597250499	9.687619711	9.623875639	9.000766745
Lyplal1	8.215880108	6.768004683	6.134906122	6.772106855	6.349060207
AI117581	6.254100092	4.320989666	3.93055634	4.32461273	4.3906984
Ptpn22	6.575314899	5.326065961	4.070197069	4.36017623	4.713360359
B230342M21Rik	9.976085158	7.147908668	8.087403143	7.783226158	8.114288307
1500001M20Rik	7.62744724	8.301347772	8.203161903	6.697699346	5.766495106
Uaca	8.445390809	6.102451554	6.090738336	6.74649986	6.584459561
Ccbl1	5.343806592	4.173785383	4.570041899	4.128972305	3.487407349
1500003O22Rik	7.32839365	7.705507472	7.227540832	6.208177749	5.47262252
Zfp709	6.371797463	5.321428574	4.728596637	4.731943425	4.516283045
Fhit	8.202532293	7.505342247	6.918438288	5.526922587	6.347514061
Cd200	5.151694683	5.593104472	4.964101302	3.973293526	3.297098153
Ris2	8.393547657	9.04289267	9.039060195	6.571393943	6.538982382
Psip1	7.83670301	8.600450583	8.104496852	6.419278153	5.983087747
Mtg1	8.539792323	7.7870561	7.547785038	7.21002112	6.686495919
Dnajc9	8.868798406	9.97533472	9.585063321	7.325791826	7.016451343
Acn9	7.603709908	6.673360446	6.533475892	6.239101865	5.75225487
Immp2l	6.731178297	6.486535726	5.41033689	4.962910833	4.880856666
D15Ertd682e	8.077369288	8.324847935	7.944130365	6.643703298	6.227589485
C130069I09Rik	6.315431745	6.860780509	6.117740637	4.431489121	4.466182065
Ube2t	5.129753541	5.714709941	5.328046331	3.959346786	3.280520889
Set	11.32393586	11.38823948	10.78455025	9.730314993	9.476811507
Syce2	6.987781845	9.2080026	8.729401603	5.855951175	5.141133605
2600001A11Rik	6.320165354	5.739905675	5.588029003	4.862264396	4.473916546
Mlh3	6.991569802	5.819338633	5.459928203	5.31849173	5.145802121
Myc	10.83690925	8.244658314	8.628909689	8.806711445	8.994978514
Gars	11.26503351	10.82590041	10.26504934	9.590556014	9.425004493
affy_1446897_at	4.965132244	3.316049271	3.404795463	3.06091552	3.126115329
2510002D24Rik	6.99670316	6.249117719	5.73086644	5.634475481	5.160028305
1110021L09Rik	6.418806386	5.489008603	5.522896986	5.402517707	4.583953862
Noc3l	6.877020628	6.137173352	5.85505014	5.377026185	5.042880648
Tmem70	8.802274977	8.127931764	7.507107743	7.288556331	6.970565477
Camk1g	6.386186396	5.653165208	5.185095129	5.069584759	4.554720292
2700069A02Rik	8.950433239	8.029110778	7.641420413	7.350911404	7.121971883
affy_1436213_a_at	7.000990484	6.954217847	7.008672643	5.196179865	5.173344856
9430097H08Rik	5.384202217	5.662352173	4.884992758	4.484814022	3.558433138
Dock9	5.956921056	4.596041534	4.188108622	4.060530519	4.133361578
1700022L09Rik	6.614477331	7.969605961	7.596038519	5.825530936	4.790952421
affy_1438933_x_at	9.167279741	8.527822123	9.113580636	8.53098502	7.345313034
Ovgp1	6.682909789	4.562594036	4.774591968	4.666483253	4.862733104
Itm2a	7.557592703	6.708753468	6.304700358	6.612245649	5.737900661
Klhdc1	6.747407851	4.720392411	5.114915416	4.947990311	4.927746677
Dusp9	4.734599162	5.198890898	4.204255972	3.500147848	2.914942496
Lars	10.46681994	9.783349567	9.343897022	8.90451849	8.64804944
Pus7l	7.222945649	7.020217408	6.762375598	6.350325015	5.4042299
Mrpl3	8.788002872	8.813223374	8.330882995	7.7736185	6.970006134
4931431B13Rik	5.30395447	3.388537574	3.561937176	3.532056934	3.486117903
D19Bwg1357e	8.844574506	8.901043821	8.385970809	7.582608507	7.027419879
AK122209	7.500491933	7.25234567	7.050669294	5.920996046	5.683379079
2010317E24Rik	5.253971414	5.552683421	5.429553007	4.35671012	3.438526649
Hmgn1	11.22091082	11.67272882	11.31198391	9.982662632	9.406372672
6230416J20Rik	6.78057713	8.02834542	7.728494112	5.658304712	4.966226628
Sox4	6.233418747	4.416463154	4.344189675	4.415647985	4.419330911
Wdr75	7.826600362	7.379888072	6.925276655	6.438208873	6.012751265
Ipp	7.080228906	6.632605223	5.893156056	5.553626287	5.266641885
affy_1442593_at	5.688845302	4.533915289	4.463110768	4.288696681	3.875622559
Usp10	8.954773647	8.854654649	8.500106723	7.567786787	7.141625738
Pitrm1	7.377659251	7.785189943	7.10266572	5.88226463	5.565333338
Abce1	9.645949112	9.373567491	8.730464005	8.143551304	7.8342341
affy_1447896_s_at	12.17161257	11.25979623	11.13504591	10.93285265	10.3600079
1110003O08Rik	7.111638654	5.487317022	5.682531544	5.672838401	5.302796553
Vegfa	8.695755212	7.22769697	7.140198599	7.407875456	6.887087434
Cd5	9.112796361	6.84233168	6.376288852	7.98302325	7.307617264
Mrps28	8.889642364	9.786989622	9.474616683	8.560315222	7.086315772
D4Ertd429e	6.603782845	6.445530941	5.957765538	5.095773508	4.800684095
2810004N23Rik	8.041627822	7.497717791	7.024940084	6.673785994	6.240672125
Nubpl	8.281778834	7.97823541	7.512732686	7.301350852	6.483422319
Fignl1	6.126262861	6.617065677	6.340328863	4.638202645	4.328269665
6330503K22Rik	6.986681213	9.006313342	7.835336642	5.64724047	5.189416432
